Formal Name,Course Name,Prerequisites,Corequisites,Requirement
MAE 4328,METAL ADDITIVE MANUFACTURING,[None],[None],required
MAE 4329,ADDITIVE MANUFACTURING,"['MAE 1351', 'MAE 3324']",[None],required
MAE 4331,DESIGN FOR MANUFACTURING,"['MAE 3242', 'MAE 3344']",[None],required
MAE 4335,ANALYTICAL & COMPUTATIONAL DYNAMICS,['MAE 3318'],[None],required
MAE 4336,ADVANCED MECHANICAL BEHAVIOR OF MATERIALS,"['MAE 2312', 'MAE 3324']",[None],required
MAE 4338,FAILURE ANALYSIS,"['MAE 2312', 'MAE 3324']",[None],required
MAE 4339,FRACTURE MECHANICS,['MAE 3242'],[None],required
MAE 4342,MECHANICAL DESIGN II,"['MAE 3242', 'MAE 3318']",[None],required
MAE 4344,COMPUTER-AIDED ENGINEERING,"['MAE 3242', 'MAE 3314', 'MAE 3318']",[None],required
MAE 4345,INTRODUCTION TO ROBOTICS,[None],[None],required
MAE 4347,HEAT EXCHANGER DESIGN,['MAE 3314'],[None],required
MAE 4348,COOLING OF ELECTRONIC PACKAGES,['MAE 3314'],[None],required
MAE 4350,AEROSPACE VEHICLE DESIGN I,"['MAE 3405', 'MAE 3306']",[None],required
MAE 4352,SPACE VEHICLE AND MISSION DESIGN,"['MAE 2323', 'MATH 2326']",[None],required
MAE 4357,AUTOMOTIVE ENGINEERING,"['MAE 3360', 'MAE 2312']",[None],required
MAE 4358,RACECAR ENGINEERING,"['MAE 3360', 'MAE 2312']",[None],required
MAE 4362,INTRODUCTION TO MICRO AND NANOFLUIDICS,"['MAE 3313', 'MAE 3310']",[None],required
MAE 4363,INTRODUCTION TO ROTORCRAFT ANALYSIS,[None],[None],required
MAE 4378,INTRODUCTION TO UNMANNED VEHICLE SYSTEMS,[None],[None],required
MAE 4379,UNMANNED VEHICLE SYSTEM DEVELOPMENT,['MAE 4378'],[None],required
MAE 4382,RESEARCH TRENDS IN RENEWABLE ENERGY TECHNOLOGIES,[None],[None],required
MAE 4386,WIND & OCEAN CURRENT ENERGY HARVESTING FUNDAMENTALS,"['EE 2320', 'MAE 3313']",[None],required
MAE 4391,SPECIAL PROBLEMS IN MECHANICAL AND AEROSPACE ENGINEERING,[None],[None],required
MAE 4392,RESEARCH IN SPACE SYSTEMS,['MAE 3305'],[None],required
